11-meterplet	straffesparksplet
afskiber	udskiber
afskibende	udskibende
afskibede	udskibede
afskibes	udskibes
afskibedes	udskibedes
afskovning	skovrydning;skovfældning;skovrydning
afskovningen	skovrydningen
afskovningens	skovrydningens
afskovnings	skovrydnings
afskrabe	skrabe af
afskrift	afskrivning;afskrivning
afskriften	afskrivningen
afskriftens	afskrivningens
afskrifts	afskrivnings
afskrifterne	afskrivningerne
afskrifternes	afskrivningernes
afskrifter	afskrivninger
afskrifters	afskrivningers
afskrive	opgive;opgive
afskrevne	opgivne
afskriv	opgiv
afskreven	opgiven
afskrevet	opgiven;opgivet
afskriver	opgiver
afskrivende	opgivende
afskrev	opgav
afskrives	opgives
afskrivning	afskrift;afskrift
afskrivningen	afskriften
afskrivningens	afskriftens
afskrivnings	afskrifts
afskrivningerne	afskrifterne
afskrivningernes	afskrifternes
afskrivninger	afskrifter
afskrivningers	afskrifters
afskrækkelse	afskrækning
afskrækkelsesmiddel	afskrækningsmiddel
afskrækning	afskrækkelse
afskrælle	skrælle af
afskumme	skumme af
afsky	lede;lede;lede;lede;led;led;ikke kunne fordrage
afskyen	leden
afskyens	ledens
afskys	ledes;ledes;ledes
afskyet	ledet;ledt;ledt
afskyes	ledes;ledes
afskyr	leder;leder
afskyer	leder;leder
afskyende	ledende;ledende
afskyede	ledede;ledte;ledte
afskydningsrampe	affyringsrampe
afskyelig	modbydelig;modbydelig
afskyelige	modbydelige
afskyeligt	modbydeligt
afskygge	schattere
afskygning	schattering;schattering
afskygningen	schatteringen
afskygningens	schatteringens
afskygnings	schatterings
afskygningerne	schatteringerne
afskygningernes	schatteringernes
afskygninger	schatteringer
afskygningers	schatteringers
afskære	udelukke;skære af
afskæringsblomst	snitblomst
afskærme	skærme (af)
afslag	nedslag;nedslag;nedslag
afslaget	nedslaget
afslagets	nedslagets
afslags	nedslags;nedslags
afslagene	nedslagene
afslagenes	nedslagenes
afslapning	afspænding;afslappelse;afspænding;afslappelse
afslapningen	afspændingen;afslappelsen
afslapningens	afspændingens;afslappelsens
afslapnings	afspændings;afslappelses
afslappe	afspænde;slappe af;afspænde
afslap	afspænd
afslappet	afspændt;afspændt
afslapper	afspænder
afslappende	afspændende
afslappede	afspændte
afslappes	afspændes
afslappedes	afspændtes
afslutning	slutning;slutning
afslutningen	slutningen
afslutningens	slutningens
afslutnings	slutnings
afslutningerne	slutningerne
afslutningernes	slutningernes
afslutninger	slutninger
afslutningers	slutningers
afslutte	slutte af (med);fuldende;fuldende;slutte af
afslut	fuldend
afsluttet	fuldendt
afslutter	fuldender
afsluttende	fuldendende
afsluttede	fuldendte
afsluttes	fuldendes
afsluttedes	fuldendtes
afsløre	løfte sløret for;påvise;påvise;røbe;røbe;blotlægge;blotlægge
afslør	påvis;røb;blotlæg
afsløret	påvist;røbet;blotlagt
afslører	påviser;røber;blotlægger
afslørende	påvisende;røbende;blotlæggende
afslørede	påviste;røbede;blotlagde
afsløres	påvises;røbes;blotlægges
afsløredes	påvistes;røbedes;blotlagdes
afslå	afvise;afvise;afvis
afslået	afvist
afslås	afvises
afslår	afviser
afslående	afvisende
afslog	afviste
afsminke	sminke af
afsnubbe	snubbe af
afsondre	udsondre;udsondre
afsondr	udsondr
afsondret	udsondret
afsondrer	udsondrer
afsondrende	udsondrende
afsondrede	udsondrede
afsondres	udsondres
afsondredes	udsondredes
afsondrethed	isolation;afsondring
afsondring	isolation;isolation
afsondringen	isolationen
afsondringens	isolationens
afsondrings	isolations
afsondringerne	isolationerne
afsondringernes	isolationernes
afsondringer	isolationer
afsondringers	isolationers
afsoner	strafafsoner;strafafsoner
afsoneren	strafafsoneren
afsonerens	strafafsonerens
afsoners	strafafsoners
afsonerne	strafafsonerne
afsonernes	strafafsonernes
afsonere	strafafsonere
afsoneres	strafafsoneres
afspejle	gengive
afspejling	spejlbillede
afspille	spille;spille af;spille
afspil	spil
afspillet	spillet
afspiller	spiller
afspillende	spillende
afspillede	spillede
afspilles	spilles
afspilledes	spilledes
afspise	spise af
afspritte	spritte af
afspænde	afslappe;spænde af;afslappe
afspænd	afslap
afspændt	afslappet
afspænder	afslapper
afspændende	afslappende
afspændte	afslappede
afspændes	afslappes
afspændtes	afslappedes
afspærre	spærre af;spærre;spærre
afspær	spær
afspærret	spærret
afspærrer	spærrer
afspærrende	spærrende
afspærrede	spærrede
afspærres	spærres
afspærredes	spærredes
afspærring	spærring;spærring
afspærringen	spærringen
afspærringens	spærringens
afspærrings	spærrings
afspærringerne	spærringerne
afspærringernes	spærringernes
afspærringer	spærringer
afspærringers	spærringers
afstamning	herkomst;byrd;herkomst;byrd
afstamningen	herkomsten;byrden
afstamningens	herkomstens;byrdens
afstamnings	herkomsts;byrds
afstand	distance;frastand;distance;frastand;distance;distance
afstanden	distancen;distancen
afstandens	distancens;distancens
afstands	distances;frastands;distances
afstandene	distancerne;distancerne
afstandenes	distancernes;distancernes
afstande	distancer;distancer
afstandes	distancers;distancers
afstemme	stemme af;tilpasse;tilpasse;stemme af
afstem	tilpas
afstemt	tilpasset
afstemmer	tilpasser
afstemmende	tilpassende
afstemte	tilpassede
afstemmes	tilpasses
afstemtes	tilpassedes
afstemning	tilpasning;tilpasning
afstemningen	tilpasningen
afstemningens	tilpasningens
afstemnings	tilpasnings
afstemningerne	tilpasningerne
afstemningernes	tilpasningernes
afstemninger	tilpasninger
afstemningers	tilpasningers
afstemningssted	valgsted
afstikke	udstikke;udstikke
afstukne	udstukne
afstik	udstik
afstukken	udstukken
afstukket	udstukken;udstukket
afstikker	udstikker
afstikkende	udstikkende
afstak	udstak
afstikkes	udstikkes
afstraffelse	afstrafning
afstrafning	afstraffelse
afstresse	stresse af
afstumpet	stump;stump;stumpt
afstumpede	stumpe
afstænge	stænge af
afstødning	afstødelse
afstå	afgive
afståelse	afgivelse;afgivelse;afståelsessum
afståelsen	afgivelsen
afståelsens	afgivelsens
afståelses	afgivelses
afståelserne	afgivelserne
afståelsernes	afgivelsernes
afståelser	afgivelser
afståelsers	afgivelsers
afståelsessum	afståelse
afsvale	svale af
afsvide	svide;svide
afsvedne	svedne
afsvid	svid
afsveden	sveden
afsvedet	sveden;svedet
afsvider	svider
afsvidende	svidende
afsved	sved
afsvides	svides
afsvække	svække;svække
afsvæk	svæk
afsvækket	svækket
afsvækker	svækker
afsvækkende	svækkende
afsvækkede	svækkede
afsvækkes	svækkes
afsvækkedes	svækkedes
afsvækkelse	afsvækning;afsvækning
afsvækkelsen	afsvækningen
afsvækkelsens	afsvækningens
afsvækkelses	afsvæknings
afsvækkelserne	afsvækningerne
afsvækkelsernes	afsvækningernes
afsvækkelser	afsvækninger
afsvækkelsers	afsvækningers
afsvækning	afsvækkelse;afsvækkelse
afsvækningen	afsvækkelsen
afsvækningens	afsvækkelsens
afsvæknings	afsvækkelses
afsvækningerne	afsvækkelserne
afsvækningernes	afsvækkelsernes
afsvækninger	afsvækkelser
afsvækningers	afsvækkelsers
afsyre	syre af
afsætningsøkonomi	afsætning
afsætte	sætte af;øremærke;øremærke;sætte af;detronisere;styrte;detronisere;styrte
afsæt	øremærk;detroniser;styrt
afsat	øremærket;detroniseret;styrtet
afsætter	øremærker;detroniserer;styrter
afsættende	øremærkende;detroniserende;styrtende
afsatte	øremærkede;detroniserede;styrtede
afsættes	øremærkes;detroniseres;styrtes
afsattes	øremærkedes;detroniseredes;styrtedes
afsættelse	detronisering;detronisering;øremærkning;øremærkning
afsættelsen	detroniseringen;øremærkningen
afsættelsens	detroniseringens;øremærkningens
afsættelses	detroniserings;øremærknings
afsættelserne	detroniseringerne;øremærkningerne
afsættelsernes	detroniseringernes;øremærkningernes
afsættelser	detroniseringer;øremærkninger
afsættelsers	detroniseringers;øremærkningers
aftage	tage af;mindskes;tage af
aftagen	aftagning
aftagning	aftagen
aftappe	tappe af
aftegne	tegne;tegne
aftegn	tegn
aftegnet	tegnet
aftegner	tegner
aftegnende	tegnende
aftegnede	tegnede
aftegnes	tegnes
aftegnedes	tegnedes
aftegning	aftegn
aften	kvæld;kvæld
aftenen	kvælden
aftenens	kvældens
aftens	kvælds
aftendæmring	skumring;mørkning;aftenskumring
aftenfalk	rødfodfalk;Falco vesperinus
aftenpragtstjerne	Melandrium album
aftenskumring	skumring;mørkning;aftendæmring
aftensmad	middagsmad;middag;middagsmad;middag
aftensmaden	middagsmaden;middagen
aftensmadens	middagsmadens;middagens
aftensmads	middagsmads;middags
aftensmåltid	aftensmad
aftenstjerne	Hesperis
aftenstund	aftentime
aftensværmer	Sphingidae
aftentime	aftenstund
afterparty	efterfest
aftrappe	nedtrappe;nedtrappe
aftrap	nedtrap
aftrappet	nedtrappet
aftrapper	nedtrapper
aftrappende	nedtrappende
aftrappede	nedtrappede
aftrappes	nedtrappes
aftrappedes	nedtrappedes
aftrædelsesgodtgørelse	fratrædelsesgodtgørelse;aftrædelsessum
aftrædelsesordning	fratrædelsesordning
aftrædelsessted	det lille hus
aftrædelsessum	aftrædelsesgodtgørelse;fratrædelsesgodtgørelse
aftørre	tørre (af)
afvande	dræne;dræne
afvand	dræn
afvandet	drænet
afvander	dræner
afvandende	drænende
afvandede	drænede
afvandes	drænes
afvandedes	drænedes
afvanding	dræning;dræning
afvandingen	dræningen
afvandingens	dræningens
afvandings	drænings
afvandingerne	dræningerne
afvandingernes	dræningernes
afvandinger	dræninger
afvandingers	dræningers
afvandingsgrøft	afvandingskanal
afvandingskanal	afvandingsgrøft
afvaske	vaske af
afvej	vildvej;vildvej;overvej
afvejen	vildvejen
afvejens	vildvejens
afvejs	vildvejs
afvejene	vildvejene
afvejenes	vildvejenes
afveje	vildveje;veje op;overveje;overveje;veje af
afvejes	vildvejes;overvejes
afvejet	overvejet
afvejer	overvejer
afvejende	overvejende
afvejede	overvejede
afvejedes	overvejedes
afveksling	variation;forandring;variation;forandring
afvekslingen	variationen;forandringen
afvekslingens	variationens;forandringens
afvekslings	variations;forandrings
afvekslingerne	variationerne;forandringerne
afvekslingernes	variationernes;forandringernes
afvekslinger	variationer;forandringer
afvekslingers	variationers;forandringers
afventen	afventning
afventning	afventen
afvig	afvigelse
afvikle	afholde;afholde
afvikl	afhold
afviklet	afholdt
afvikler	afholder
afviklende	afholdende
afviklede	afholdt
afvikles	afholdes
afvikledes	afholdtes
afvikling	afholdelse;afholdelse
afviklingen	afholdelsen
afviklingens	afholdelsens
afviklings	afholdelses
afvise	benægte;benægte
afvis	benægt
afvist	benægtet
afviser	benægter;afvisersten
afvisende	benægtende
afviste	benægtede
afvises	benægtes
afvistes	benægtedes
afvisersten	afviser
afvænne	vænne fra
afvænning	afvænningskur
afværgemanøvre	undvigemanøvre;undvigemanøvre
afværgemanøvren	undvigemanøvren
afværgemanøvrens	undvigemanøvrens
afværgemanøvres	undvigemanøvres
afværgemanøvrerne	undvigemanøvrerne
afværgemanøvrernes	undvigemanøvrernes
afværgemanøvrer	undvigemanøvrer
afværgemanøvrers	undvigemanøvrers
agam	Agamidae
agape	næstekærlighed;næstekærlighed
agapen	næstekærligheden
agapens	næstekærlighedens
agapes	næstekærligheds
agave	Agave
agende	alterbog;alterbog
agenden	alterbogen
agendens	alterbogens
agendes	alterbogs
agenderne	alterbøgerne
agendernes	alterbøgernes
agender	alterbøger
agenders	alterbøgers
agent	spion;spion;handelsagent;handelsagent;agent provocateur
agenten	spionen;handelsagenten
agentens	spionens;handelsagentens
agents	spions;handelsagents
agenterne	spionerne;handelsagenterne
agenternes	spionernes;handelsagenternes
agenter	spioner;handelsagenter
agenters	spioners;handelsagenters
agentfilm	spionfilm
agent provocateur	politiagent;agent
agentroman	spionroman
ager	agerjord;agerjord;spil
ageren	agerjorden;opførsel
agerens	agerjordens
agers	agerjords
agrene	agerjordene
agrenes	agerjordenes
agre	agerjorde
agres	agerjordes
agerbrug	markbrug;agerdyrkning
agerbruger	agerdyrker;agerdyrker
agerbrugeren	agerdyrkeren
agerbrugerens	agerdyrkerens
agerbrugers	agerdyrkers
agerbrugerne	agerdyrkerne
agerbrugernes	agerdyrkernes
agerbrugere	agerdyrkere
agerbrugeres	agerdyrkeres
agerdyrker	agerbruger;agerbruger
agerdyrkeren	agerbrugeren
agerdyrkerens	agerbrugerens
agerdyrkers	agerbrugers
agerdyrkerne	agerbrugerne
agerdyrkernes	agerbrugernes
agerdyrkere	agerbrugere
agerdyrkeres	agerbrugeres
agerdyrkning	agerbrug
agere	spille;spille
ageret	spillet
agerer	spiller
agerende	spillende
agerede	spillede
ageres	spilles
ageredes	spilledes
agerhøne	Perdix perdix
agerhønsejagt	hønsejagt
agerjord	agerland;agerland;ager;ager;ager
agerjords	agerlands;agers;agers
agerjorden	ageren
agerjordens	agerens
agerjordene	agrene
agerjordenes	agrenes
agerjorde	agre
agerjordes	agres
agerjorderne	agrene
agerjordernes	agrenes
agerjorder	agre
agerjorders	agres
agerkål	Brassica campestris
agermåne	almindelig agermåne;Agrimonia eupatoria
agern	glans;pikhoved
agerren	ren;ren
agerrenen	renen
agerrenens	renens
agerrens	rens
agerrenene	renerne
agerrenerne	renerne
agerrenenes	renernes
agerrenernes	renernes
agerrene	rener
agerrener	rener
agerreners	reners
agerrenes	reners
agersnegl	Deroceras
agertidsel	Cirsium arvense
aggressiv	angrebslysten;krigerisk
aggressive	krigeriske
aggressor	angriber;angriber
aggressoren	angriberen
aggressorens	angriberens
aggressors	angribers
aggressorerne	angriberne
aggressorernes	angribernes
aggressorer	angribere
aggressorers	angriberes
agil	bevægelig;adræt;bevægelig
agile	bevægelige;adrætte
agilt	bevægeligt
agilitet	omstillingsparathed
agoni	dødskamp;dødskamp
agonien	dødskampen
agoniens	dødskampens
agonis	dødskamps
agorafobi	pladsangst;pladsangst
agorafobien	pladsangsten
agorafobiens	pladsangstens
agorafobis	pladsangsts
agraf	sårklemme
agrarsamfund	landbrugssamfund
agronom	landbrugskandidat
agronomi	landbrugsvidenskab
agt	hensigt;hensigt
agts	hensigts
agtbar	agtværdig
agte	velestimeret;anset
agtelse	respekt;anseelse;respekt;anseelse
agtelsen	respekten;anseelsen
agtelsens	respektens;anseelsens
agtelses	respekts;anseelses
agter	agterud
agterlanterne	bundprop
agterparti	bagparti;bagparti
agterpartiet	bagpartiet
agterpartiets	bagpartiets
agterpartis	bagpartis
agterpartierne	bagpartierne
agterpartiernes	bagpartiernes
agterpartier	bagpartier
agterpartiers	bagpartiers
agterspejl	spejl;spejl
agterspejlet	spejlet
agterspejlets	spejlets
agterspejls	spejls
agterspejlene	spejlene
agterspejlenes	spejlenes
agterspejle	spejle
agterspejles	spejles
agterstavn	agterskib
agterud	bagud;bagud
agterude	agter
agtpågivende	årvågen;årvågen;årvågent
agtpågivenhed	opmærksomhed;opmærksomhed
agtpågivenheden	opmærksomheden
agtpågivenhedens	opmærksomhedens
agtpågivenheds	opmærksomheds
agtværdig	respektabel;respektabel
agtværdige	respektable
agtværdigt	respektabelt
agurketern	agurketerning
agurketerning	agurketern
ahistorisk	historieløs
ahistoriske	historieløse
A-hold	førstehold;førstehold;førstehold
A-holdet	førsteholdet
A-holdets	førsteholdets
A-holds	førsteholds;førsteholds
A-holdene	førsteholdene
A-holdenes	førsteholdenes
ahorn	ahorntræ;valbirk;ær;Acer pseudoplatanus;valbirk;ær;valbirke;ærer;ær;ahorntræ
ahornen	valbirken;æren
ahornens	valbirkens;ærens
ahorns	valbirks;ærs;valbirkes;ærers;ærs
ahornene	valbirkene;ærene;ærerne
ahornenes	valbirkenes;ærenes;ærernes
aids-positiv	hiv-positiv
aids-test	hiv-test
aids-virus	hiv-virus
aigu	accent aigu
aioli	hvidløgsmayonnaise
airbag	sikkerhedspude
airconditioneret	luftkonditioneret;luftkonditioneret
airconditionerede	luftkonditionerede
ajour	up to date
ajourføre	opdatere;føre ajour;opdatere
ajourfør	opdater
ajourført	opdateret
ajourfører	opdaterer
ajourførende	opdaterende
ajourførte	opdaterede
ajourføres	opdateres
ajourførtes	opdateredes
ajourføring	opdatering;opdatering
ajourføringen	opdateringen
ajourføringens	opdateringens
ajourførings	opdaterings
ajourføringerne	opdateringerne
ajourføringernes	opdateringernes
ajourføringer	opdateringer
ajourføringers	opdateringers
akacie	Acacia
akacietræ	akacie;Acacia
akademi	kunstakademi;kunstakademi
akademiet	kunstakademiet
akademiets	kunstakademiets
akademis	kunstakademis
akademierne	kunstakademierne
akademiernes	kunstakademiernes
akademier	kunstakademier
akademiers	kunstakademiers
akantus	Acanthus
a-kasse	arbejdsløshedskasse
akeleje	Aquilegia
akklamation	bifald;applaus;applaus
akklamationen	applausen
akklamationens	applausens
akklamations	applaus'
akklamationerne	applauserne
akklamationernes	applausernes
akklamationer	applauser
akklamationers	applausers
akklimatisering	akklimatisation;akklimatisation
akklimatiseringen	akklimatisationen
akklimatiseringens	akklimatisationens
akklimatiserings	akklimatisations
akkompagnement	musikledsagelse
akkreditere	kreditere;kreditere
akkrediter	krediter
akkrediteret	krediteret
akkrediterer	krediterer
akkrediterende	krediterende
akkrediterede	krediterede
akkrediteres	krediteres
akkrediteredes	krediteredes
akkumulation	akkumulering;akkumulering
akkumulationen	akkumuleringen
akkumulationens	akkumuleringens
akkumulations	akkumulerings
akkumulationerne	akkumuleringerne
akkumulationernes	akkumuleringernes
akkumulationer	akkumuleringer
akkumulationers	akkumuleringers
akkumulere	kumulere;kumulere
akkumuler	kumuler
akkumuleret	kumuleret
akkumulerer	kumulerer
akkumulerende	kumulerende
akkumulerede	kumulerede
akkumuleres	kumuleres
akkumuleredes	kumuleredes
akkumulering	akkumulation;akkumulation
akkumuleringen	akkumulationen
akkumuleringens	akkumulationens
akkumulerings	akkumulations
akkumuleringerne	akkumulationerne
akkumuleringernes	akkumulationernes
akkumuleringer	akkumulationer
akkumuleringers	akkumulationers
akkusativ	genstandsfald
akkusativobjekt	direkte objekt;genstandsled
akne	uren hud
a-kraftværk	atomkraftværk;kernekraftværk;atomkraftværk
a-kraftværket	atomkraftværket
